Report Number,Offense ID,Offense Start DateTime,Offense End DateTime,Report DateTime,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,Precinct,Sector,Beat,MCPP,100 Block Address,Longitude,Latitude
2023-904424,48998201139,03/15/2023 7:00:00 AM,03/15/2023 8:00:00 AM,04/11/2023 7:12:55 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N2,NORTHGATE,132XX BLOCK OF AURORA AVE N,-122.3449968,47.72503555
2023-097959,49003027794,04/06/2023 3:30:00 PM,,04/11/2023 7:15:22 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SW,W,W2,ALASKA JUNCTION,52XX BLOCK OF CALIFORNIA AVE SW,-122.3869242,47.55607872
2023-904426,48998251873,03/16/2023 8:55:00 PM,03/17/2023 8:00:00 AM,04/11/2023 7:22:59 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,Q,Q1,MAGNOLIA,32XX BLOCK OF 20TH AVE W,-122.3819856,47.64939487
2023-097929,49003203752,04/11/2023 6:19:00 PM,,04/11/2023 7:25:02 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,O,O3,GEORGETOWN,62XX BLOCK OF CORSON AVE S,-122.3216838,47.54674503
2023-904591,49003098614,03/19/2023 6:40:00 PM,03/19/2023 7:20:00 PM,04/11/2023 7:33:17 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,S,S3,RAINIER VIEW,98XX BLOCK OF 55TH AVE S,-122.2647236,47.51258367
2023-904592,49003137031,03/15/2023 12:00:00 AM,03/15/2023 6:00:00 AM,04/11/2023 7:42:57 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,Q,Q3,QUEEN ANNE,6XX BLOCK OF ELLIOTT AVE W,-122.3670249,47.62559367
2023-097919,49003166484,04/11/2023 6:00:00 PM,04/11/2023 6:08:00 PM,04/11/2023 7:47:43 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,N,N2,NORTHGATE,132XX BLOCK OF AURORA AVE N,-122.3449968,47.72503555
2023-904596,49003180916,03/20/2023 2:30:00 AM,03/20/2023 7:30:00 AM,04/11/2023 7:52:49 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,F,F2,HIGHLAND PARK,77XX BLOCK OF DELRIDGE WAY SW,-122.3604334,47.53278289
2023-904429,48998421336,03/10/2023 10:00:00 PM,03/15/2023 9:00:00 AM,04/11/2023 7:52:58 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,D,D2,QUEEN ANNE,18XX BLOCK OF WESTLAKE AVE N,-122.3404498,47.63555138
2023-904609,49003222185,03/20/2023 12:00:00 AM,03/20/2023 6:00:00 AM,04/11/2023 8:02:46 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C2,MONTLAKE/PORTAGE BAY,18XX BLOCK OF E HAMLIN ST,-122.3080644,47.64556917
2023-904612,49003262146,03/19/2023 9:05:00 AM,03/19/2023 5:30:00 PM,04/11/2023 8:12:45 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B1,BALLARD SOUTH,14XX BLOCK OF NW MARKET ST,-122.3749015,47.66866614
2023-904435,48998548945,03/17/2023 6:00:00 AM,03/17/2023 8:00:00 AM,04/11/2023 8:12:55 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B2,FREMONT,44XX BLOCK OF LINDEN AVE N,-122.3486152,47.66107629
2023-097866,49003286919,04/11/2023 6:00:00 AM,,04/11/2023 8:15:33 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,S,R,R1,NORTH BEACON HILL,32XX BLOCK OF 24TH AVE S,-122.301672,47.5745647
2023-904613,49003303685,03/20/2023 1:45:00 PM,03/20/2023 1:46:00 PM,04/11/2023 8:22:57 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R3,COLUMBIA CITY,S HUDSON ST / 39TH AVE S,-122.2834665,47.55703811
2023-097320,48998653430,,,04/11/2023 8:26:00 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,S,O,O3,GEORGETOWN,I5 NB / SWIFT AVE S ON RP,-122.3131988,47.54942819
2023-904617,49003346203,03/17/2023 10:00:00 PM,03/18/2023 9:00:00 AM,04/11/2023 8:32:45 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D2,SLU/CASCADE,4XX BLOCK OF 9TH AVE N,-122.3397558,47.62263009
2023-097880,49003421476,04/11/2023 4:45:00 PM,,04/11/2023 8:38:34 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,M,M2,DOWNTOWN COMMERCIAL,4XX BLOCK OF PINE ST,-122.3373204,47.61132124
2023-097331,48998839956,04/11/2023 7:34:00 AM,,04/11/2023 8:38:38 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,E,E,E1,CAPITOL HILL,3XX BLOCK OF HARVARD AVE E,-122.3220331,47.62152029
2023-904619,49003382179,03/18/2023 8:00:00 AM,03/18/2023 8:00:00 AM,04/11/2023 8:42:45 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C2,MILLER PARK,1XX BLOCK OF 20TH AVE E,-122.3060708,47.61908417
2023-904624,49003425876,03/19/2023 1:00:00 PM,03/19/2023 10:00:00 PM,04/11/2023 8:52:48 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C3,CENTRAL AREA/SQUIRE PARK,17XX BLOCK OF 24TH AVE,-122.3013733,47.61709796
2023-097381,48999034007,04/11/2023 8:29:00 AM,04/11/2023 8:34:00 AM,04/11/2023 9:07:27 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,U,U1,ROOSEVELT/RAVENNA,64XX BLOCK OF 12TH AVE NE,-122.315658,47.675397
2023-097414,48998996984,04/11/2023 1:40:00 AM,,04/11/2023 9:08:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,N,U,U1,UNIVERSITY,45XX BLOCK OF 19TH AVE NE,-122.3072316,47.66215428
2023-098048,49003583274,04/11/2023 8:44:00 PM,,04/11/2023 9:16:20 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,,0,0
2023-904629,49003562690,03/18/2023 1:30:00 AM,03/18/2023 2:00:00 AM,04/11/2023 9:23:46 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,O,O2,GEORGETOWN,41XX BLOCK OF 1ST AVE S,-122.333999,47.56627182
2023-097393,48999103126,04/11/2023 8:43:00 AM,04/11/2023 9:00:00 AM,04/11/2023 9:26:37 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,U,U2,UNIVERSITY,45XX BLOCK OF UNIVERSITY WAY NE,-122.3131157,47.66218058
2023-904630,49013312161,03/19/2023 8:05:00 PM,03/20/2023 12:01:00 AM,04/11/2023 9:32:58 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C3,MADISON PARK,16XX BLOCK OF 43RD AVE E,-122.2771512,47.63394952
2023-904631,49003630281,03/18/2023 10:30:00 AM,03/18/2023 2:00:00 PM,04/11/2023 9:43:02 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M3,DOWNTOWN COMMERCIAL,15XX BLOCK OF 2ND AVE,-122.3393581,47.60978174
2023-098059,49003660349,04/11/2023 8:55:00 PM,,04/11/2023 9:50:37 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,E,E,E2,CAPITOL HILL,14XX BLOCK OF BROADWAY,-122.3207714,47.61351951
2023-904464,48999319868,03/17/2023 7:25:00 PM,03/17/2023 7:33:00 PM,04/11/2023 10:03:21 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J1,BALLARD NORTH,84XX BLOCK OF SEAVIEW PL NW,-122.4018024,47.68924173
2023-098033,49003725134,04/11/2023 8:21:00 PM,,04/11/2023 10:08:08 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,22XX BLOCK OF SW BARTON PL,-122.3628215,47.52176254
2023-098075,49003731760,04/11/2023 7:00:00 PM,,04/11/2023 10:10:35 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,B,B3,PHINNEY RIDGE,53XX BLOCK OF GREEN LAKE WAY N,-122.3400834,47.66742469
2023-904465,48999394373,03/17/2023 6:00:00 PM,03/17/2023 8:00:00 PM,04/11/2023 10:13:12 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J1,BALLARD NORTH,84XX BLOCK OF SEAVIEW PL NW,-122.4018024,47.68924173
2023-097472,48999491398,09/04/2021 12:00:00 AM,04/11/2023 10:00:00 AM,04/11/2023 10:14:12 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,D,D3,EASTLAKE - WEST,20XX BLOCK OF BOYLSTON AVE E,-122.3234661,47.6375274
2023-904467,48999473757,03/18/2023 1:05:00 AM,03/18/2023 1:09:00 AM,04/11/2023 10:23:20 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q1,MAGNOLIA,32XX BLOCK OF 43RD AVE W,-122.4119428,47.64953644
2023-097453,48999540227,04/11/2023 9:40:00 AM,,04/11/2023 10:25:57 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,R,R2,NORTH BEACON HILL,23XX BLOCK OF RAINIER AVE S,-122.3016639,47.58295413
2023-098086,49004166102,04/11/2023 8:00:00 AM,04/11/2023 7:20:00 PM,04/11/2023 10:39:21 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B2,FREMONT,36XX BLOCK OF DAYTON AVE N,-122.352368,47.652959
2023-905614,49003856067,03/20/2023 8:45:00 AM,03/20/2023 8:55:00 AM,04/11/2023 10:52:49 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R1,NORTH BEACON HILL,24TH AVE S / S HANFORD ST,-122.3013037,47.57508465
2023-904646,49003887304,03/21/2023 2:00:00 AM,03/21/2023 3:00:00 AM,04/11/2023 11:02:49 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N2,BITTERLAKE,122XX BLOCK OF AURORA AVE N,-122.3448961,47.71717447
2023-097528,48999865658,04/08/2023 5:04:00 AM,04/08/2023 5:06:00 AM,04/11/2023 11:11:39 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,L,L2,NORTHGATE,2XX BLOCK OF NE 92ND ST,-122.3250774,47.69588409
2023-904649,49003917578,03/21/2023 5:55:00 AM,03/21/2023 7:00:00 AM,04/11/2023 11:12:56 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C3,MADISON PARK,16XX BLOCK OF 42ND AVE E,-122.2785303,47.63395709
2023-904483,48999817457,03/17/2023 6:00:00 PM,03/18/2023 9:30:00 AM,04/11/2023 11:13:46 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J2,BALLARD NORTH,65XX BLOCK OF 23RD AVE NW,-122.3853574,47.676833
2023-904652,49003949161,03/21/2023 5:00:00 AM,03/21/2023 7:00:00 AM,04/11/2023 11:22:46 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U1,UNIVERSITY,NE 53RD ST / 9TH AVE NE,-122.3184143,47.66711366
2023-904653,49003977469,03/21/2023 7:45:00 AM,03/21/2023 8:00:00 AM,04/11/2023 11:32:45 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C3,MADISON PARK,8XX BLOCK OF 33RD AVE E,-122.2895251,47.62708688
2023-904486,49000034638,03/18/2023 11:00:00 AM,03/18/2023 11:40:00 AM,04/11/2023 11:43:13 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q1,MAGNOLIA,38XX BLOCK OF DISCOVERY PARK BLVD,-122.4065007,47.65921111
2023-097546,49000106862,04/11/2023 11:27:00 AM,,04/11/2023 11:49:15 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J1,BALLARD NORTH,87XX BLOCK OF MARY AVE NW,-122.3754517,47.69334117
2023-904655,49004041395,03/18/2023 11:35:00 PM,03/19/2023 8:35:00 AM,04/11/2023 11:52:47 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J2,BALLARD NORTH,80XX BLOCK OF 29TH AVE NW,-122.3943853,47.68718934
2023-904489,49000099356,03/18/2023 1:55:00 PM,03/18/2023 1:55:00 PM,04/11/2023 11:53:06 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SW,W,W2,ALASKA JUNCTION,30XX BLOCK OF SW AVALON WAY,-122.3716715,47.56613725
2023-097158,49010978334,04/11/2023 12:15:00 AM,04/12/2023 9:04:00 PM,04/11/2023 12:52:48 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,E YESLER WAY / BOREN AVE,-122.3178232,47.60169516
2023-904505,49000527135,03/18/2023 6:25:00 PM,03/18/2023 7:25:00 PM,04/11/2023 12:53:05 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W3,MORGAN,70XX BLOCK OF LINCOLN PARK WAY SW,-122.3946914,47.53961451
2023-098605,49007846529,04/10/2023 7:35:00 PM,04/10/2023 7:41:00 PM,04/12/2023 1:01:25 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,S,S3,RAINIER BEACH,90XX BLOCK OF RAINIER AVE S,-122.2699879,47.52281565
2023-904677,49004255142,03/13/2023 3:30:00 AM,03/13/2023 11:25:00 PM,04/12/2023 1:02:49 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,S,O,O1,SODO,29XX BLOCK OF 1ST AVE S,-122.3342025,47.57665156
2023-904888,49007814704,03/14/2023 12:00:00 AM,03/24/2023 2:15:00 PM,04/12/2023 1:03:01 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U1,UNIVERSITY,56XX BLOCK OF BROOKLYN AVE NE,-122.3141656,47.67034534
2023-098606,49007886323,04/09/2023 2:27:00 PM,04/09/2023 2:41:00 PM,04/12/2023 1:09:53 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,S,S3,RAINIER BEACH,90XX BLOCK OF RAINIER AVE S,-122.2699879,47.52281565
2023-098564,49007907395,04/12/2023 10:35:00 AM,04/12/2023 10:37:00 AM,04/12/2023 1:12:27 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,J,J1,BALLARD NORTH,85XX BLOCK OF 15TH AVE NW,-122.376804,47.691519
2023-904890,49007882560,03/24/2023 4:00:00 PM,03/24/2023 4:30:00 PM,04/12/2023 1:12:52 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,S,S3,RAINIER VIEW,98XX BLOCK OF 55TH AVE S,-122.2647236,47.51258367
2023-904678,49004279734,02/25/2023 1:40:00 PM,03/03/2023 5:40:00 PM,04/12/2023 1:12:59 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B2,PHINNEY RIDGE,60XX BLOCK OF 2ND AVE NW,-122.3594863,47.6733468
2023-098098,49004336609,04/11/2023 9:49:00 PM,,04/12/2023 1:15:08 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,L,L3,LAKECITY,130XX BLOCK OF LAKE CITY WAY NE,-122.292841,47.72379509
2023-098607,49184810270,04/07/2023 6:07:00 PM,04/07/2023 6:17:00 PM,04/12/2023 1:16:10 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,S,S3,RAINIER BEACH,,0,0
2023-904898,49007953344,03/24/2023 6:30:00 AM,03/24/2023 5:00:00 PM,04/12/2023 1:23:05 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K2,PIONEER SQUARE,7XX BLOCK OF 1ST AVE S,-122.3341923,47.59403973
2023-904682,49004303357,03/20/2023 5:55:00 PM,03/20/2023 6:00:00 PM,04/12/2023 1:23:12 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D2,SLU/CASCADE,27XX BLOCK OF 4TH AVE,-122.348506,47.61807131
2023-098608,49008020283,04/12/2023 12:10:00 PM,,04/12/2023 1:26:18 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,S,S3,RAINIER BEACH,90XX BLOCK OF RAINIER AVE S,-122.2699879,47.52281565
2023-904689,49004326821,02/20/2023 10:00:00 PM,02/21/2023 6:30:00 AM,04/12/2023 1:32:48 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q1,MAGNOLIA,32XX BLOCK OF 16TH AVE W,-122.377503,47.64940344
2023-904695,49004372570,03/18/2023 2:00:00 AM,03/18/2023 2:00:00 AM,04/12/2023 1:52:48 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N3,NORTHGATE,105XX BLOCK OF MERIDIAN AVE N,-122.3339376,47.70548994
2023-098555,49008264021,04/12/2023 10:27:00 AM,,04/12/2023 2:00:16 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,Q,Q3,QUEEN ANNE,3XX BLOCK OF 2ND AVE W,-122.3593444,47.62153416
2023-904700,49004395195,03/17/2023 11:00:00 PM,03/21/2023 7:00:00 PM,04/12/2023 2:02:46 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,50XX BLOCK OF 1ST AVE NW,-122.3571306,47.66541402
2023-904702,49004414058,03/20/2023 2:00:00 PM,03/21/2023 9:30:00 PM,04/12/2023 2:12:50 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J2,BALLARD NORTH,70XX BLOCK OF 24TH AVE NW,-122.3875459,47.68040997
2023-904911,49008332529,03/24/2023 5:15:00 PM,03/24/2023 5:50:00 PM,04/12/2023 2:13:10 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,F,F3,HIGHLAND PARK,90XX BLOCK OF 8TH AVE SW,-122.3454499,47.52211381
2023-904707,49004432777,03/22/2023 5:30:00 AM,03/22/2023 6:45:00 AM,04/12/2023 2:22:49 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J1,GREENWOOD,86XX BLOCK OF PALATINE AVE N,-122.3566555,47.69190997
2023-904916,49008428470,03/25/2023 5:45:00 AM,03/25/2023 8:00:00 AM,04/12/2023 2:23:41 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E1,CAPITOL HILL,BOYLSTON AVE E / E HARRISON ST,-122.3230763,47.62199958
2023-098569,49008594862,04/12/2023 10:48:00 AM,04/12/2023 10:58:00 AM,04/12/2023 2:33:39 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,M,M1,DOWNTOWN COMMERCIAL,15XX BLOCK OF 1ST AVE,-122.3404677,47.6093176
2023-904920,49008536713,03/24/2023 7:00:00 PM,03/24/2023 7:50:00 PM,04/12/2023 2:33:41 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M1,BELLTOWN,20XX BLOCK OF 1ST AVE,-122.3432623,47.61145275
2023-904711,49004472687,03/21/2023 11:05:00 PM,03/22/2023 6:05:00 AM,04/12/2023 2:42:49 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J1,BALLARD NORTH,30XX BLOCK OF NW 93RD ST,-122.3963946,47.69641883
2023-904921,49008649122,03/24/2023 8:00:00 PM,03/24/2023 10:00:00 PM,04/12/2023 2:42:59 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,L,L1,LAKECITY,15TH AVE NE / NE 143RD ST,-122.3127241,47.73212583
2023-098749,49008824154,04/01/2022 12:00:00 AM,03/20/2023 11:59:00 PM,04/12/2023 2:56:32 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,L,L3,LAKECITY,123XX BLOCK OF 40TH AVE NE,-122.2853125,47.71816191
2023-904721,49004514118,03/21/2023 6:00:00 PM,03/21/2023 8:15:00 PM,04/12/2023 3:02:49 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M1,BELLTOWN,VIRGINIA ST / 1ST AVE,-122.3426125,47.61106822
2023-904740,49004537087,03/22/2023 1:50:00 AM,03/22/2023 1:50:00 AM,04/12/2023 3:12:51 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J1,GREENWOOD,86XX BLOCK OF PALATINE AVE N,-122.3566555,47.69190997
2023-904934,49008930905,03/24/2023 10:35:00 PM,03/25/2023 3:35:00 PM,04/12/2023 3:13:04 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,47XX BLOCK OF 11TH AVE NE,-122.3163465,47.66401972
2023-904937,49009045087,03/25/2023 12:10:00 PM,03/25/2023 1:10:00 PM,04/12/2023 3:22:58 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q1,MAGNOLIA,38XX BLOCK OF DISCOVERY PARK BLVD,-122.4065007,47.65921111
2023-904743,49004585080,03/22/2023 2:00:00 PM,03/22/2023 2:00:00 PM,04/12/2023 3:33:03 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,45XX BLOCK OF 8TH AVE NE,-122.3195608,47.66222203
2023-904749,49004603592,10/02/2022 7:45:00 AM,10/02/2022 8:45:00 AM,04/12/2023 3:42:56 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N1,BITTERLAKE,8XX BLOCK OF NW ELFORD DR,-122.3699317,47.72849329
2023-904943,49009192038,03/24/2023 5:30:00 PM,03/25/2023 10:30:00 AM,04/12/2023 3:43:04 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U3,SANDPOINT,47XX BLOCK OF 45TH AVE NE,-122.2794049,47.66399788
2023-098251,49004622380,04/12/2023 2:49:00 AM,,04/12/2023 3:48:02 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,O,O2,GEORGETOWN,,0,0
2023-904752,49004645495,03/20/2023 4:00:00 PM,03/22/2023 6:30:00 AM,04/12/2023 4:03:01 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,E,E,E3,CAPITOL HILL,E UNION ST / SUMMIT AVE,-122.3254582,47.61298896
2023-904757,49004670942,03/19/2023 6:00:00 PM,03/22/2023 11:00:00 AM,04/12/2023 4:12:47 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,S,R,R2,NORTH BEACON HILL,S MCCLELLAN ST / 25TH AVE S,-122.3002827,47.57835059
2023-904952,49009372949,03/25/2023 9:35:00 PM,03/25/2023 9:35:00 PM,04/12/2023 4:12:48 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,23XX BLOCK OF 1ST AVE S,-122.3341993,47.58293703
2023-904954,49009430600,03/23/2023 7:15:00 PM,03/25/2023 8:00:00 PM,04/12/2023 4:22:56 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R3,LAKEWOOD/SEWARD PARK,65XX BLOCK OF 52ND AVE S,-122.2671507,47.54337724
2023-904759,49004696029,03/21/2023 12:00:00 AM,03/22/2023 8:30:00 AM,04/12/2023 4:22:57 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B2,FREMONT,1XX BLOCK OF N 45TH ST,-122.3568899,47.66149072
2023-904948,49009500673,03/25/2023 4:45:00 PM,03/25/2023 9:35:00 PM,04/12/2023 4:33:09 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,O,O1,SODO,29XX BLOCK OF UTAH AVE S,-122.335127,47.57665181
2023-904956,49009590750,02/27/2023 5:15:00 PM,02/27/2023 7:00:00 PM,04/12/2023 4:43:22 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,L,L2,NORTHGATE,106XX BLOCK OF 5TH AVE NE,-122.323242,47.70744278
2023-098639,49246378315,04/12/2023 9:30:00 AM,04/25/2023 12:09:00 AM,04/12/2023 4:51:57 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,7XX BLOCK OF DEARBORN PL S,-122.3125104,47.59623426
2023-098841,49009691069,04/12/2023 4:05:00 PM,04/12/2023 4:10:00 PM,04/12/2023 4:52:50 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,S,S3,RAINIER BEACH,90XX BLOCK OF RAINIER AVE S,-122.2699879,47.52281565
2023-904770,49004792534,03/21/2023 3:15:00 PM,03/22/2023 8:15:00 PM,04/12/2023 5:02:50 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C1,MONTLAKE/PORTAGE BAY,8XX BLOCK OF E GWINN PL,-122.3199943,47.64782471
2023-904771,49004820260,03/22/2023 11:48:00 AM,03/22/2023 11:53:00 AM,04/12/2023 5:12:55 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R2,MOUNT BAKER,27XX BLOCK OF RAINIER AVE S,-122.2991587,47.57967225
2023-904959,49009794294,03/23/2023 6:00:00 PM,03/23/2023 6:30:00 PM,04/12/2023 5:13:05 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J1,BALLARD NORTH,83XX BLOCK OF GOLDEN GARDENS DR NW,-122.4007028,47.68911497
2023-098837,49009845155,04/11/2023 12:00:00 AM,04/12/2023 4:02:00 PM,04/12/2023 5:18:07 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,S,S,S1,NEW HOLLY,29XX BLOCK OF S BRIGHTON ST,-122.2940303,47.54131969
2023-904775,49004849039,03/22/2023 6:45:00 PM,03/22/2023 7:15:00 PM,04/12/2023 5:22:48 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J1,BALLARD NORTH,84XX BLOCK OF SEAVIEW PL NW,-122.4018024,47.68924173
2023-904963,49009889424,03/26/2023 2:15:00 AM,03/26/2023 11:15:00 AM,04/12/2023 5:32:46 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J2,BALLARD NORTH,30XX BLOCK OF NW 65TH ST,-122.397047,47.675879
